gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44
SAMD11,-0.006724872,0.0031501239,0.0029318589,0.0023075575,-0.0016445967,-0.0060975016,-0.007142426,0.0026921663,-0.006317207,0.034516178,0.01268017,-0.008501783,0.003524267,0.0008638906,-0.017774137,-0.04864325,-0.008587986,-0.0071587167,0.00058951083,-0.0022088087,-0.007978429,-0.0060020695,-0.026797643,0.0016345751,-0.008676121,-0.0046105296,-0.004558402,0.0042062835,0.008616928,0.0031306923,-0.0037592144,-0.0040056948,-0.010764077,0.005033402,0.003985044,-0.0077402606,-0.0099490415,-0.0015662671,-0.0030367759,-0.0033833093,0.012481411,0.00038443832,0.0042110947,-0.005166898,-0.0098086875
HES4,0.011979022,-0.009986781,0.009415093,0.007849253,0.00522763,-0.018358592,0.026969895,0.008293314,-0.0008745622,-0.014015597,0.0072774272,0.004790056,0.0013391526,-0.020973464,-0.002890079,0.0044292905,-0.009397675,0.00747936,0.004865119,-0.01335257,0.0015799659,0.014596952,-0.008188392,0.011694751,-0.0062669,-0.006447426,0.009110427,-0.003682327,-0.0035240373,0.0077746967,-0.003659018,0.015614765,-0.006825218,-0.011036983,0.013943797,-0.01759853,-0.025650322,0.028889589,-0.029468091,0.032281682,-0.010676661,0.034469526,-0.011335104,-0.0035562029,0.0014081453
ISG15,0.0025564395,0.004714341,-0.0034141648,0.0025004216,-0.0055761165,-0.0024402528,0.0038591865,-0.0015611612,-0.0002192456,0.004676511,0.0058410238,-0.0063565294,-0.0065318835,0.0038988558,0.0033090636,-0.0061544236,0.0059621544,-0.0106361285,0.0057014795,-0.0027124526,-0.003312718,-0.0021358551,0.0008357593,-0.0033131603,-0.00065071875,0.0012201811,-0.0011763882,-2.1338265e-06,0.009125534,-0.00089901127,-0.003455866,-0.004795454,-0.024662364,-0.00086216687,-0.0032768827,-0.0104696555,-0.008262894,0.001705924,-0.009779388,0.002274296,-0.013690874,0.0017998663,-0.0026530735,-0.004801896,-0.005299032
RNF223,0.0010600759,0.0012740684,-0.0017928004,0.0011561195,0.0038622424,-0.0017297018,0.0016939719,-0.0032212546,0.0008539526,-0.0011339008,-0.0010371042,0.00055849954,-0.0030466896,-0.0008241589,0.0035341673,-0.0026971337,0.00042211788,0.0009778924,0.0013619373,-0.0022932077,0.0007441053,-0.0011121692,-0.0036399416,-0.00090554805,-0.0032003128,-0.0035175262,-0.0010074408,-0.0018127611,-0.003070341,-0.0033872647,-0.00077738904,0.002227523,-0.0017635148,-0.004229395,0.0049498975,-0.0006384276,0.0002907767,0.0020681685,-0.004055892,6.941096e-05,-0.0051894765,-0.0036690673,0.0015156583,-0.0009084797,-0.0012440822
TNFRSF4,0.00023698456,0.00068350293,-0.0027585842,0.002470296,-0.00041014477,-0.002078386,-0.0033670624,-0.0020438295,0.00030752833,-0.0010793799,0.000945476,0.004689421,-0.012627732,0.015095082,-0.015672522,-0.009283403,0.009624728,-0.004615002,0.0054000425,-0.007476937,0.012798565,-0.018082017,0.0065079145,0.0027998819,-0.004248238,0.0026558074,-0.02333318,0.010136972,0.0014209715,-0.0069070756,-0.00080554903,-0.004052289,0.005731973,0.0027473925,0.0036815451,0.021315847,-0.030158745,-0.0006517987,-0.008963862,0.013676191,0.006098661,0.010060305,0.0028492594,-0.009268815,-0.008770323
MMP23B,0.0022740525,-0.0005939646,0.0053839567,0.0019057087,0.0057969247,-0.0014627666,0.0029808944,-0.008738336,-0.0026010678,-0.0049206195,0.0016480004,0.00053296686,-0.004966543,-0.008357744,0.00338271,0.005750759,-0.0037190705,0.00097583776,0.0011159689,0.0021300605,0.0050038164,-0.0030587357,-0.010906543,0.0019988234,0.0040433886,-0.00042747127,0.0001330662,0.0034414402,-0.0056951493,0.0017017192,0.0010307784,0.01265233,0.0018174674,-0.017359935,0.005755562,-0.0010118651,0.00063938694,-0.00678815,-0.007719952,0.0035039107,-0.011383581,-0.009580174,0.011463778,0.002227641,-0.0052963127
TNFRSF14,0.00076097844,0.0013017841,0.0021478743,-0.0007874196,0.00048300752,-0.0043522343,0.0017542095,-0.008092804,-0.0047771446,-0.0050183036,0.0064788493,0.00095937087,0.0044665653,-0.0055130557,-0.0010656273,-0.0042874464,-0.0013885924,-0.0016478556,0.014118514,0.006662592,-0.0070327446,-0.0043533253,0.00030219805,0.0023789003,0.0053740195,0.012480454,-0.0071228473,-0.0058244485,0.0051496294,0.011964599,0.0020908604,-0.0037113095,-0.005459022,0.0049501634,0.016290674,-0.0022838325,-0.0014346777,0.0012886816,-0.010478384,-0.0006143802,-0.005090688,-0.0020471723,0.011539481,0.0015820921,-0.003913201
TTC34,0.0009159818,0.00072215183,0.00065038714,0.0018896656,-0.0007383888,0.00021184486,-0.0014849924,-0.0017586248,-0.0010367634,0.00036656775,-0.0006925256,0.0004846171,-0.008722923,-0.0019286502,-0.0019489283,-0.0024826766,-0.001044669,-0.0023986055,-5.0595656e-05,0.0009857222,0.0014571542,0.0015845756,-0.0045869397,-0.0027404749,-0.0007530673,-0.0017234985,0.0021755123,-0.002599207,-0.006217386,-0.00029190254,-0.0013530919,-0.0025025292,0.0027806046,-0.002938725,-0.0028972307,-0.0026887718,6.141075e-05,8.358982e-06,-4.108528e-05,-0.0021524627,0.002620932,-7.694288e-05,0.003170009,0.002900609,0.0009136055
SMIM1,0.0019387532,-0.0024462475,0.007736837,0.006196489,0.00929563,0.00297671,0.0070836204,-0.006978595,-0.0038451042,-0.012756651,0.014691754,0.0065669534,-0.0046881824,-0.012206485,0.0043605748,-0.00052879844,-0.0074324114,0.002139232,0.016136054,0.0060124793,0.007134125,0.004401987,-0.014077948,4.128042e-05,0.0022451733,0.0031900147,0.0026949826,0.013549217,-0.011528533,0.0057744896,7.182229e-05,0.009837027,0.012278226,-0.019404152,0.011459663,-0.0011867938,0.009334915,-0.01669589,-0.008113053,0.006878623,-0.017859595,-0.0074068164,0.010965672,0.0069866083,-0.007822431
LINC00337,0.0012491035,-0.001554063,0.001999696,-0.0029085507,8.117493e-05,-1.2249893e-05,0.0020149222,-0.0012929488,0.0020853467,0.00094660564,0.00060704164,0.0021596416,-0.00040243173,0.00064899115,-0.0007401137,0.0032557137,-0.001933282,-0.0013365791,0.0015374392,-0.0028027738,0.00071541534,0.0006400602,-0.0043151993,0.0025645853,-0.0004439131,-0.0012124362,-0.0018441726,0.00021729006,0.005350951,-0.0018730868,0.0006656876,0.0012982157,-0.0017910087,0.0029413735,0.0011566669,-0.0017425977,-0.00011813207,0.00089513016,-0.0010756851,0.00018856973,-0.0028358588,0.0028168776,-0.0030874,-0.0039352677,-0.00079178176
