gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44
SAMD11,-0.0076480894,0.0021696559,0.006076613,-0.004064829,-0.0023105387,0.0005605446,-0.004025734,-0.0043974956,-0.0101637775,-0.0040753414,-0.004025275,0.015662463,-0.008313299,-0.0011008041,-0.007064235,-0.016257433,0.003572064,0.004637684,0.01686715,-0.023231724,-0.0015526859,0.0026133163,-0.01963903,0.011205183,0.0039398135,-0.0077454336,0.019193126,0.004303431,-0.026568176,-0.0134835625,-0.003514913,-0.015568018,-0.0020564492,0.034018423,0.002764665,0.0024640572,-0.00023045017,-0.017677443,-0.005919922,-0.0077595767,-0.010055276,-0.010739874,0.018569283,0.017782165,-0.007280964
PLEKHN1,0.00015299706,-7.851078e-05,0.00021067169,2.3655106e-05,0.00090940774,0.00029621756,0.0010477911,-0.0009935631,-0.00086627883,0.010922616,0.01248137,0.0017709438,0.012297967,-0.009550937,0.012704835,-0.012123548,-0.006946515,-0.001758997,-0.0022669712,0.0056048594,-0.0029583715,0.006034963,-0.005159335,-0.005013132,1.8135333e-05,0.00028533358,0.000707833,-0.0004184289,-0.0041333083,-0.0032788299,0.00034023917,-0.0037048932,0.0074446127,-0.004105622,-0.0011633307,-0.003750931,-0.0014911699,0.0099873105,0.005686155,0.006788107,-0.009650418,-0.0029058883,0.0021963166,0.0062589967,-0.0029825969
HES4,0.020656973,0.0161863,0.013046983,-0.00912965,0.007862153,-0.018894982,0.00085573416,-0.02268601,0.0355187,0.0032600744,0.00053777714,0.015066316,-0.018358998,-0.0018210439,0.004879908,-0.008771402,0.019362874,0.0022866947,0.006445278,0.0005339715,0.008873528,0.014939631,-0.008862416,0.02177046,-0.025966862,0.022799103,-0.024731118,-0.028965449,-0.003092166,-0.013694979,0.0024452212,0.030584605,0.023860177,0.003700188,0.012242631,-0.00843156,-0.010212378,0.017171014,-0.04312402,-0.009587819,-0.004811087,0.0017521968,0.009351612,-0.03820876,0.030486383
ISG15,-6.520238e-05,0.009598044,0.0017901757,-0.00018875442,-0.0071421056,0.000384482,-0.00031861936,-0.0039237873,-0.0016496552,-0.0051667183,0.004718388,0.008974114,-0.004157143,0.0040670135,-0.0004942589,-0.0027746465,0.009669237,0.0077603613,0.008429096,-0.008570161,-0.005582657,-0.0025710769,-0.0060051885,0.007798586,-0.0070029274,-0.0022642866,0.006090156,-0.0041889898,-0.00050918147,-0.0017538308,-0.004512052,-0.002253753,-0.0021904858,0.0111246975,-0.01311081,0.0017241649,0.0056371135,0.0019668285,0.005483399,0.0030378709,-0.0006079208,-0.00525057,-0.0012136122,-0.008026033,-0.00442838
RNF223,0.00068825507,0.0011747258,-0.0011269276,0.0029945811,-0.00041243143,-0.0017208715,-0.0015685247,-0.004397419,-0.0015181195,-0.0011265139,6.905853e-05,-0.00092095305,-0.0008922508,0.0012887127,-0.0021064633,-0.0013916392,0.0011736875,-0.0011195447,0.00044022087,0.0024747928,0.0007424446,0.00030490794,-0.0006862479,0.0031445716,0.0008628699,-0.0030124744,-0.0012838754,0.00072405173,-0.0046976465,0.00148271,-0.0029692587,-0.0031366302,0.0011114288,0.0045334254,-0.0016972728,-0.00011892778,-0.0011208298,-0.000187016,-0.0023901095,-0.0022372315,-0.0022333895,-0.0036694796,0.0013358688,-0.0024303612,-0.0027392625
TNFRSF18,0.000568568,-0.0009294418,-0.0024626362,0.0008377795,0.00093568914,0.0022803457,-0.00027127643,-0.00069665787,0.0034925798,0.00042949422,0.0062612877,0.006791783,-0.002026049,-0.010797033,0.001315326,-0.0028382535,0.0028287403,0.0044462304,0.00016286969,0.0075750784,-0.012035728,-0.0033581385,0.006916618,0.0060256226,-0.0033213024,-0.0055871624,0.0043819533,0.0037345288,0.0007787723,0.0020392889,0.0017653633,-0.007910775,-0.0035592075,0.0006685743,-0.0026819154,0.0032707562,0.005108873,-0.010128649,-0.01065053,0.0021551899,-0.003319238,-0.006016095,0.002018555,0.003929984,-0.0035656425
TNFRSF4,-0.0018303321,0.0025510506,0.002209016,0.00055491895,0.00013477505,-0.00018998799,-0.0013697995,-0.00090916094,0.00058828644,0.025199713,0.018240249,-0.017991962,-0.02154048,0.010036716,-0.010940063,0.0030213997,0.030541036,-0.002189522,-0.0020809416,-0.010773205,-0.0010095304,-0.003012313,0.004794879,0.005418965,0.001864728,0.0050987224,-0.004601745,0.014052898,-0.012204388,-0.009107339,-0.0012055024,0.0017588121,-0.008915095,0.013548816,0.0013853224,-0.00022582765,0.003206385,-0.006668815,0.005829579,-0.016922455,0.018776972,0.00577664,-0.012490498,-0.002994524,0.0008403238
ANKRD65,-0.003896387,-0.0017775582,-0.0010727784,-0.0049237767,0.0015590467,0.0027732444,-0.004072834,0.0009814514,0.0009796972,-0.0011076218,0.00013145307,0.0037782432,-0.0036988521,0.0016159437,-0.0023283255,-0.004244805,0.005379255,0.0037493482,0.0046214513,-0.00380847,-0.0038146414,0.0019678227,0.0010558588,0.0020611696,0.0025930365,-0.005122805,0.010962999,-0.0011915519,-0.0015669862,0.0025599576,-0.0012114096,-0.012928925,0.004216036,0.006189353,-0.003116082,0.0026923474,-0.0022637367,-0.007926408,-0.0035092067,-0.003739376,0.0013060865,0.003455733,-0.004589009,0.0005075696,-0.0030259946
MMP23B,0.0007164317,-0.0027711287,-0.0028484953,0.00235806,-0.0041214256,-0.0028240364,-0.006034641,-0.0062622805,0.0001407473,0.0017886561,0.0029034533,-0.009845419,0.0029685134,0.00070500036,-0.0038728798,0.0074126157,-0.0006108925,6.0246166e-05,-0.0071857967,0.0113892015,-0.0036445367,0.005315189,0.0056162053,-0.0036744769,0.003593005,-0.002592478,-0.0020977464,-0.008154887,-0.010752913,0.006273032,-0.0014872458,0.003975075,0.0019895616,0.0045774085,-0.00158911,-0.0032411015,-0.0016956155,0.0060968273,-0.009577574,-0.003088739,-0.003489309,-0.005738334,0.006596638,-0.0051829703,-0.005219683
TNFRSF14,-0.0018554007,0.002261545,7.289001e-05,0.0019429148,-0.0051872004,-0.0018685175,-0.005272479,-0.0011954324,-0.0020075068,0.003117378,0.004512465,0.008493653,0.010652707,0.0070039327,-0.004212532,0.0041067796,0.009419898,0.0038523693,0.009779527,0.003252096,0.0043481984,0.00043504074,0.0009238708,0.0032149174,0.0015900992,-0.004171556,0.007483803,-0.005440183,0.001442891,0.0067579015,0.010523029,0.007917763,-0.0016608702,0.008370863,0.00392511,-0.007386582,-0.0035793087,0.0065872474,-0.0023821557,-0.009798139,-0.0038222317,-0.005613151,0.004088261,-0.00051602005,-0.0022078787
